eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
2044.1029411764705,19.33823529411765,113,0.00029254725,0.014322917,0.18499283,-0.00011315903,0.003799734,0.9487681575119495,546,69888,1438.0643196589954,139776
2044.1029411764705,19.33823529411765,112,0.0002468323,0.01953125,0.22778547,0.00030121984,0.0068026497,0.8747740536928177,547,70016,1440.3458802249806,140032
2044.1029411764705,19.33823529411765,111,0.00040673846,0.013020833,0.21245402,-0.0013896292,0.0047339764,0.9391823895275593,548,70144,1442.6396803309908,140288
2044.1029411764705,19.33823529411765,113,0.00027494802,0.015625,0.19522597,-0.0003484399,0.006039098,0.8647951483726501,549,70272,1444.8949338749808,140544
2044.1029411764705,19.33823529411765,111,0.0003354963,0.01953125,0.2355899,-0.0003741424,0.00569764,0.9073997661471367,550,70400,1447.1876740639855,140800
2044.1029411764705,19.33823529411765,110,0.00037283063,0.015625,0.19303453,-0.0021817165,0.0055247447,0.8747180849313736,551,70528,1449.495389085001,141056
2044.1029411764705,19.33823529411765,110,0.0005059058,0.0234375,0.16943163,-0.00029865964,0.0071550696,0.8460773229598999,552,70656,1451.8025003799994,141312
2044.1029411764705,19.33823529411765,111,0.00013917703,0.0078125,0.16735895,-0.0008000645,0.005759844,0.8650968670845032,553,70784,1454.0906727609981,141568
2044.1029411764705,19.33823529411765,111,0.0005554561,0.036458332,0.22376318,0.001150509,0.0036621604,0.9059795141220093,554,70912,1456.3804247579828,141824
2044.1029411764705,19.33823529411765,112,0.0005004354,0.028645834,0.20921503,-0.0021904064,0.0073336125,0.8325054198503494,555,71040,1458.6540686659864,142080
2044.1029411764705,19.33823529411765,109,0.00029241384,0.020833334,0.25853202,-0.00092047144,0.005004273,0.909778006374836,556,71168,1460.9851176530065,142336
2044.1029411764705,19.33823529411765,112,0.0016972809,0.052083332,0.21950416,-0.0022698431,0.0060460554,0.8451397269964218,557,71296,1463.2541861280042,142592
2044.1029411764705,19.33823529411765,113,0.0005251015,0.036458332,0.19163914,-0.0010237966,0.005847866,0.8505945950746536,558,71424,1465.501173880999,142848
2044.072463768116,19.405797101449274,111,0.00070238253,0.028645834,0.23318613,-0.0018551112,0.016046103,0.7096858620643616,559,71552,1467.7936936680053,143104
2044.057142857143,19.485714285714284,111,0.00032758372,0.018229166,0.22630732,0.00017715928,0.016474662,0.7159992754459381,560,71680,1470.0970164210012,143360
2044.057142857143,19.485714285714284,113,0.0002167556,0.01171875,0.17863615,-0.00022006512,0.00707187,0.8007210493087769,561,71808,1472.3605542949808,143616
2044.057142857143,19.485714285714284,112,0.00024377175,0.014322917,0.19418196,-0.0008082657,0.006933171,0.8630246073007584,562,71936,1474.6276796629827,143872
2044.057142857143,19.485714285714284,112,0.00027128405,0.013020833,0.2110468,-2.689062e-05,0.0091572255,0.8396665453910828,563,72064,1476.8950740830041,144128
2044.057142857143,19.485714285714284,112,0.00071224733,0.02734375,0.22566377,-0.0022101977,0.0059100497,0.9028350338339806,564,72192,1479.1772593279893,144384
2044.057142857143,19.485714285714284,112,0.0007442089,0.0234375,0.21460219,-0.0009561822,0.0060020923,0.8648315817117691,565,72320,1481.4528685630066,144640
2044.057142857143,19.485714285714284,112,0.00021413494,0.01171875,0.19876559,-0.00023872899,0.006363549,0.7609620541334152,566,72448,1483.7253113009792,144896
2044.057142857143,19.485714285714284,114,0.0009541901,0.03515625,0.23696001,-0.0012923544,0.004700347,0.900818906724453,567,72576,1485.968997575983,145152
2044.057142857143,19.485714285714284,113,0.0004040097,0.022135416,0.2701912,-0.0007758347,0.004612123,0.8894261419773102,568,72704,1488.226476602984,145408
2044.057142857143,19.485714285714284,114,0.00010660393,0.0052083335,0.2580501,-0.0008075186,0.004545796,0.8970634341239929,569,72832,1490.465169300005,145664
2044.057142857143,19.485714285714284,112,0.00044962633,0.020833334,0.24563521,-0.002005031,0.010048419,0.703125,570,72960,1492.7405881329905,145920
2044.057142857143,19.485714285714284,112,0.0006590297,0.03125,0.23564355,0.0005358525,0.004885331,0.86458820104599,571,73088,1495.0119976679853,146176
2044.057142857143,19.485714285714284,113,0.001962297,0.052083332,0.30275625,0.00016513467,0.006115901,0.8720477372407913,572,73216,1497.277389342984,146432
2044.057142857143,19.485714285714284,111,0.0005742718,0.028645834,0.30225107,-0.0008055461,0.004024016,0.8866832554340363,573,73344,1499.5742231049808,146688
2044.057142857143,19.485714285714284,113,0.0003826517,0.0234375,0.35233244,-0.0003977849,0.0056967265,0.8239339590072632,574,73472,1501.8362276699918,146944
2044.0281690140846,19.47887323943662,109,0.0043966095,0.0546875,0.3513663,0.0035876697,0.032415558,0.3004648685455322,575,73600,1504.1698488899856,147200
2044.0833333333333,19.51388888888889,111,0.0038675338,0.05078125,0.3412259,0.0007380042,0.011599327,0.7740197479724884,576,73728,1506.4592186249793,147456
2044.0833333333333,19.51388888888889,111,0.0006432717,0.033854168,0.3435986,-0.0012106582,0.0037939707,0.910107932984829,577,73856,1508.7515078010038,147712
2044.0833333333333,19.51388888888889,105,0.000626526,0.03515625,0.29871526,0.0016343389,0.005910643,0.8859636932611465,578,73984,1511.172954529,147968
2044.0833333333333,19.51388888888889,112,0.0007458877,0.044270832,0.38550234,-0.0006016497,0.0079384735,0.8267226815223694,579,74112,1513.4571164009976,148224
2044.0833333333333,19.51388888888889,113,0.0006528322,0.0390625,0.38838315,-0.003212845,0.0060556834,0.8827765583992004,580,74240,1515.7153778180073,148480
2044.0833333333333,19.51388888888889,112,0.0008622334,0.032552082,0.4086692,0.00161112,0.0047396477,0.8774549812078476,581,74368,1517.985050243995,148736
2044.0833333333333,19.51388888888889,113,0.0003889088,0.022135416,0.40963838,-0.00034258747,0.0041995817,0.8913417831063271,582,74496,1520.2409777290013,148992
2044.0833333333333,19.51388888888889,112,0.000936874,0.048177082,0.44591394,-0.0042939875,0.00552173,0.90394327044487,583,74624,1522.507116333989,149248
2044.0833333333333,19.51388888888889,111,0.0012638521,0.065104164,0.3540645,-0.0023067559,0.005331361,0.8467481136322021,584,74752,1524.7957009800011,149504
2044.0833333333333,19.51388888888889,113,0.00028980433,0.01953125,0.4088486,-0.0013848577,0.0045312657,0.9430270083248615,585,74880,1527.0528260800056,149760
2044.0833333333333,19.51388888888889,114,0.0002502586,0.01171875,0.35778594,-0.0012041494,0.0048278524,0.9043073132634163,586,75008,1529.2970232139924,150016
2044.0833333333333,19.51388888888889,113,0.00031966405,0.010416667,0.3345717,-0.001794721,0.0056614294,0.8328113853931427,587,75136,1531.5542125680076,150272
2044.0833333333333,19.51388888888889,114,0.00049465057,0.020833334,0.43214282,-0.0020429257,0.0058731628,0.8416391611099243,588,75264,1533.7934648949886,150528
2044.0833333333333,19.51388888888889,113,0.0017463187,0.063802086,0.32512382,-0.004039778,0.0064490684,0.8721881806850433,589,75392,1536.0457580189977,150784
2044.0833333333333,19.51388888888889,112,0.0009981102,0.0390625,0.41148737,-0.0014753509,0.004368978,0.8833412230014801,590,75520,1538.3136992960062,151040
2044.054794520548,19.534246575342465,113,0.0006068515,0.03515625,0.37285903,-0.0009143976,0.020398537,0.6810730993747711,591,75648,1540.5655160049791,151296
2044.027027027027,19.54054054054054,110,0.0018737721,0.057291668,0.46602297,-0.0021604567,0.018215079,0.5719298124313354,592,75776,1542.883470225992,151552
2044.027027027027,19.54054054054054,113,0.0013309577,0.041666668,0.37425604,0.0010031384,0.0062156375,0.8923968151211739,593,75904,1545.1386419709888,151808
2044.027027027027,19.54054054054054,111,0.0012714015,0.048177082,0.4009466,-0.0018527625,0.006186919,0.8611897230148315,594,76032,1547.4269700089935,152064
2044.027027027027,19.54054054054054,112,0.0005367998,0.02734375,0.36933926,-0.00093049975,0.0046591097,0.8818141967058182,595,76160,1549.7083849479968,152320
2044.027027027027,19.54054054054054,111,0.00031281848,0.016927084,0.409374,-0.002538803,0.005232136,0.9091669097542763,596,76288,1552.0080168059794,152576
2044.027027027027,19.54054054054054,114,0.00094777654,0.041666668,0.42125586,-0.001416722,0.004808841,0.8993176892399788,597,76416,1554.2533794610063,152832
2044.027027027027,19.54054054054054,112,0.00044244877,0.024739584,0.36468515,-0.0008637108,0.005125202,0.85514335334301,598,76544,1556.5223857029923,153088
2044.027027027027,19.54054054054054,113,0.0023657554,0.076822914,0.34036943,-0.0029342065,0.0059957406,0.892291933298111,599,76672,1558.7714114729897,153344
2044.027027027027,19.54054054054054,113,0.00017291121,0.01171875,0.28955573,-0.0017298957,0.005026563,0.858391523361206,600,76800,1561.0354606359906,153600
2044.027027027027,19.54054054054054,113,0.0009263079,0.048177082,0.41089603,-0.00039681024,0.0033357667,0.9280981421470642,601,76928,1563.2985932189913,153856
2044.027027027027,19.54054054054054,114,0.001967012,0.052083332,0.25424126,-0.0048493887,0.004666642,0.9012938812375069,602,77056,1565.5305717949814,154112
2044.027027027027,19.54054054054054,112,0.00050516194,0.041666668,0.30149743,0.00056017214,0.003391255,0.9178077727556229,603,77184,1567.7969251549803,154368
2044.027027027027,19.54054054054054,113,0.0006372895,0.037760418,0.26546878,-0.00026104087,0.0071608243,0.8188759535551071,604,77312,1570.0545213609876,154624
2044.027027027027,19.54054054054054,113,0.00051204726,0.04296875,0.31276324,-0.00018444809,0.005068798,0.8916812911629677,605,77440,1572.3056267999928,154880
2044.027027027027,19.54054054054054,113,0.0003131894,0.018229166,0.2830078,0.00021529081,0.0050544385,0.8734968304634094,606,77568,1574.563785106002,155136
2044.0666666666666,19.546666666666667,111,0.0004360799,0.028645834,0.30202618,-0.00068886136,0.014120952,0.7277761697769165,607,77696,1576.8650581979891,155392
2044.092105263158,19.539473684210527,111,0.00069667795,0.040364582,0.39656445,0.00064151693,0.007062033,0.757174551486969,608,77824,1579.1599763899867,155648
2044.092105263158,19.539473684210527,111,0.0025841377,0.0390625,0.28655007,-0.0006362849,0.008247328,0.8708893656730652,609,77952,1581.4573562259902,155904
2044.092105263158,19.539473684210527,113,0.00079486566,0.02734375,0.2488289,-0.002174341,0.0056826,0.9150518402457237,610,78080,1583.718306092982,156160
2044.092105263158,19.539473684210527,114,0.00034327045,0.01953125,0.2792195,-0.0014361547,0.004203241,0.9030518159270287,611,78208,1585.9542830410064,156416
2044.092105263158,19.539473684210527,114,0.0005502166,0.029947916,0.28160498,-0.0011201692,0.004666421,0.9137093350291252,612,78336,1588.188997160003,156672
2044.092105263158,19.539473684210527,113,0.0015677932,0.026041666,0.16017655,-0.0016673635,0.007718949,0.7754028886556625,613,78464,1590.4461620200018,156928
2044.092105263158,19.539473684210527,113,0.0013970775,0.05078125,0.23219834,-0.0017801769,0.0056364625,0.8657286316156387,614,78592,1592.7057090140006,157184
2044.092105263158,19.539473684210527,112,0.0006086193,0.02734375,0.2616029,-0.0009994693,0.0057106917,0.8831592574715614,615,78720,1594.9762102589884,157440
2044.092105263158,19.539473684210527,114,0.00039732596,0.01953125,0.211393,-0.0006244004,0.0049872943,0.8566732108592987,616,78848,1597.212369455985,157696
2044.092105263158,19.539473684210527,114,0.00039029602,0.02734375,0.29243755,-0.001072775,0.0045987,0.9166545793414116,617,78976,1599.4537008159969,157952
2044.092105263158,19.539473684210527,112,0.0003021373,0.013020833,0.25364476,-0.00013089571,0.0031410363,0.9423661604523659,618,79104,1601.7210679109849,158208
2044.092105263158,19.539473684210527,113,0.002744851,0.05078125,0.23197527,-0.003853527,0.0036558772,0.9201925620436668,619,79232,1603.9739941750013,158464
2044.092105263158,19.539473684210527,113,0.00013081498,0.01171875,0.1980262,-0.00034109448,0.004657478,0.8692590892314911,620,79360,1606.2249252779875,158720
2044.092105263158,19.539473684210527,113,0.00061965524,0.0234375,0.20604108,0.0013507277,0.0048374576,0.888322040438652,621,79488,1608.4863262279832,158976
2044.092105263158,19.539473684210527,112,0.0005847474,0.0234375,0.19447403,-0.0021516662,0.0063273325,0.8295829594135284,622,79616,1610.7636828209797,159232
2044.025641025641,19.53846153846154,111,0.00043733497,0.0234375,0.156961,0.0006713684,0.06834541,-0.3925269842147827,623,79744,1613.067914009007,159488
2044.025641025641,19.53846153846154,113,9.806446e-05,0.0065104165,0.16912848,-0.00098506,0.008592229,0.7872116267681122,624,79872,1615.321458300983,159744
2044.025641025641,19.53846153846154,114,0.00023364513,0.016927084,0.1367441,-0.00042976066,0.0060115154,0.7675846815109253,625,80000,1617.5671263689874,160000
2044.025641025641,19.53846153846154,112,0.0008585959,0.033854168,0.1772304,-0.0005526774,0.0059097875,0.8369083255529404,626,80128,1619.8339149809908,160256
2044.025641025641,19.53846153846154,112,0.00030986124,0.026041666,0.145445,-0.0014718269,0.00654893,0.8487186580896378,627,80256,1622.1028523179993,160512
2044.025641025641,19.53846153846154,113,0.00032373567,0.02734375,0.24305727,9.1637485e-05,0.0046904907,0.894325815141201,628,80384,1624.3587188590027,160768
2044.025641025641,19.53846153846154,113,0.0001547865,0.01171875,0.17911653,-0.00058732694,0.005704229,0.8676278293132782,629,80512,1626.6071603079909,161024
2044.025641025641,19.53846153846154,109,0.00026531072,0.018229166,0.2237928,0.00038450336,0.00561451,0.8733024895191193,630,80640,1628.9468372940028,161280
2044.025641025641,19.53846153846154,113,0.0003305306,0.01953125,0.23050117,-0.00017554972,0.0042151883,0.9141553863883018,631,80768,1631.2063585910073,161536
2044.025641025641,19.53846153846154,111,0.00028315515,0.01953125,0.20031865,-0.00021633304,0.007638177,0.8324606567621231,632,80896,1633.5012500500015,161792
2044.025641025641,19.53846153846154,112,0.00057969143,0.026041666,0.22286285,-0.0029664654,0.008379261,0.8665051311254501,633,81024,1635.7789396760054,162048
2044.025641025641,19.53846153846154,113,0.00032657836,0.013020833,0.20212199,-0.000528933,0.005329422,0.8786129280924797,634,81152,1638.0263130409876,162304
2044.025641025641,19.53846153846154,113,0.00017050875,0.009114583,0.2242849,-0.00049476326,0.0037817557,0.8978103771805763,635,81280,1640.2758260080009,162560
2044.025641025641,19.53846153846154,112,0.00036668844,0.036458332,0.23107292,-0.0014693869,0.004996656,0.8892412483692169,636,81408,1642.5571993060003,162816
2044.025641025641,19.53846153846154,113,0.0005079104,0.026041666,0.20167243,0.00081251125,0.0054704337,0.8663579076528549,637,81536,1644.8118149049988,163072
2044.025641025641,19.53846153846154,113,0.000345847,0.024739584,0.251889,-0.0013112394,0.005999783,0.8617563098669052,638,81664,1647.0638876640005,163328
2044.0875,19.6125,110,0.0004167559,0.01953125,0.23322655,-0.0017197012,0.053394448,0.19106906652450562,639,81792,1649.3826274099993,163584
2044.0875,19.6125,114,0.0001972533,0.013020833,0.18670382,-0.0011462106,0.006962511,0.8223870396614075,640,81920,1651.6162611079926,163840
2044.0875,19.6125,113,0.00074723177,0.013020833,0.19528644,-0.0021497959,0.009267713,0.7862463891506195,641,82048,1653.8701277829823,164096
2044.0875,19.6125,113,0.00037916354,0.022135416,0.27495432,-0.00058510015,0.005674992,0.8597925454378128,642,82176,1656.1196430529817,164352
2044.0875,19.6125,113,0.00021790272,0.013020833,0.24166866,0.0006839843,0.007840237,0.829548180103302,643,82304,1658.3774645039812,164608
2044.0875,19.6125,113,0.00023981079,0.016927084,0.2910912,-0.00084682857,0.006687636,0.8493911623954773,644,82432,1660.6318236730003,164864
2044.0875,19.6125,102,0.0010396348,0.024739584,0.20696928,-0.0024515796,0.005589597,0.7924935072660446,645,82560,1663.1197673959832,165120
2044.0875,19.6125,107,0.0009852013,0.03515625,0.20433992,-0.0017423843,0.0052150916,0.8733975440263748,646,82688,1665.517047404981,165376
2044.0875,19.6125,104,0.00067460234,0.018229166,0.23672836,-0.0011130549,0.008214588,0.7824069857597351,647,82816,1667.9640965409926,165632
2044.0875,19.6125,105,0.00059471594,0.036458332,0.2453354,-0.00089281565,0.0037233357,0.8970470800995827,648,82944,1670.389827009989,165888
2044.0875,19.6125,77,0.00014455857,0.0065104165,0.27892718,-0.0010730851,0.00435506,0.8738944679498672,649,83072,1673.679208947986,166144
2044.0875,19.6125,105,0.00036083942,0.024739584,0.27732873,-0.0010929744,0.0067613684,0.813502162694931,650,83200,1676.105329376005,166400
2044.0875,19.6125,104,0.0003894549,0.0234375,0.29125962,-0.0036064144,0.0050335755,0.9003350511193275,651,83328,1678.5589476129971,166656
2044.0875,19.6125,105,0.00033421293,0.022135416,0.30561605,-0.0012465395,0.004077894,0.9010584205389023,652,83456,1680.987432310998,166912
2044.0875,19.6125,102,0.0014244396,0.065104164,0.31289354,-0.0021146787,0.0052015143,0.8994078412652016,653,83584,1683.4898602239846,167168
2044.0875,19.6125,103,0.0007715349,0.037760418,0.3295738,-0.0006783833,0.008472182,0.7797714918851852,654,83712,1685.9710922479862,167424
2044.060975609756,19.658536585365855,95,0.001505627,0.033854168,0.32805452,-0.0044943313,0.020788508,0.6822074949741364,655,83840,1688.6423280710005,167680
2044.060975609756,19.658536585365855,98,0.0006461345,0.028645834,0.25792927,0.00027881042,0.008094616,0.8326948136091232,656,83968,1691.2353282149998,167936
2044.060975609756,19.658536585365855,100,0.001710387,0.048177082,0.25222042,-0.005192933,0.0050222133,0.9122941419482231,657,84096,1693.771776354988,168192
2044.060975609756,19.658536585365855,101,0.00043708563,0.033854168,0.20798492,-0.0019276723,0.0061244722,0.846771314740181,658,84224,1696.2984259589866,168448
2044.060975609756,19.658536585365855,106,9.8028104e-05,0.00390625,0.17399125,0.000392205,0.005823418,0.8717536479234695,659,84352,1698.7117798129912,168704
2044.060975609756,19.658536585365855,101,0.00014171383,0.010416667,0.18697958,-0.00068347785,0.0053219534,0.8536591827869415,660,84480,1701.2283501290076,168960
2044.060975609756,19.658536585365855,102,0.00019032085,0.01171875,0.13244179,-0.00049011613,0.005361101,0.8669938892126083,661,84608,1703.7244391159911,169216
2044.060975609756,19.658536585365855,100,0.0007804061,0.033854168,0.19420658,-0.00117342,0.0039381473,0.8882521763443947,662,84736,1706.2740878500044,169472
2044.060975609756,19.658536585365855,101,0.00044187112,0.02734375,0.23832977,-0.0014624898,0.005279656,0.8720814734697342,663,84864,1708.7929966039956,169728
2044.060975609756,19.658536585365855,100,9.492353e-05,0.00390625,0.17241912,-0.0010771394,0.0055425144,0.8880292922258377,664,84992,1711.3382300990052,169984
2044.060975609756,19.658536585365855,102,0.0011449264,0.03125,0.1965248,-0.0010208532,0.009963671,0.8423157781362534,665,85120,1713.8310532220057,170240
2044.060975609756,19.658536585365855,99,0.00035737024,0.018229166,0.16512357,0.00046557203,0.007146552,0.8820652887225151,666,85248,1716.3959451190021,170496
2044.060975609756,19.658536585365855,101,0.00016421883,0.0078125,0.17440774,-0.0010231732,0.0072784796,0.8058460205793381,667,85376,1718.9142583979992,170752
2044.060975609756,19.658536585365855,101,0.0010632873,0.0234375,0.13121621,-0.0003815225,0.0040596346,0.900598868727684,668,85504,1721.4396532249812,171008
2044.060975609756,19.658536585365855,102,0.00023387924,0.0078125,0.13044971,-0.0007005483,0.0033682084,0.924738198518753,669,85632,1723.927048224985,171264
2044.060975609756,19.658536585365855,99,0.000114923896,0.010416667,0.13068254,-0.00033545587,0.0058761784,0.8328228294849396,670,85760,1726.500732658984,171520
2044.0119047619048,19.69047619047619,98,0.0012799277,0.03125,0.13116226,0.00083885086,0.045826625,0.01630234718322754,671,85888,1729.0997416900063,171776
2044.0119047619048,19.69047619047619,98,0.0005421688,0.013020833,0.07842589,-0.00024324407,0.006155887,0.8016457408666611,672,86016,1731.7116955459933,172032
2044.0119047619048,19.69047619047619,102,0.00026125181,0.009114583,0.09684121,-0.0002772912,0.0043947217,0.8827432468533516,673,86144,1734.2080720859813,172288
2044.0119047619048,19.69047619047619,101,6.7143126e-05,0.00390625,0.10856629,-0.0004334053,0.006474368,0.8328071087598801,674,86272,1736.7276304639818,172544
2044.0119047619048,19.69047619047619,97,0.00035220862,0.009114583,0.119312815,0.0018286193,0.009664458,0.8215660154819489,675,86400,1739.3428134599817,172800
2044.0119047619048,19.69047619047619,98,9.2494396e-05,0.009114583,0.13650797,0.00031820996,0.0053751566,0.8924587741494179,676,86528,1741.9511434040032,173056
2044.0119047619048,19.69047619047619,99,0.00027897774,0.015625,0.14561082,-0.0005425851,0.004585665,0.8958991840481758,677,86656,1744.5345471379987,173312
2044.0119047619048,19.69047619047619,101,4.7320078e-05,0.00390625,0.14300273,-0.00051800907,0.0053863036,0.8681505173444748,678,86784,1747.0540460560005,173568
2044.0119047619048,19.69047619047619,101,0.00038177508,0.014322917,0.1270545,-0.0005601987,0.0030993903,0.9143425971269608,679,86912,1749.5871595439967,173824
2044.0119047619048,19.69047619047619,101,0.0005309298,0.01953125,0.11254611,-0.001427914,0.0034400292,0.9091661274433136,680,87040,1752.1212974840018,174080
2044.0119047619048,19.69047619047619,101,0.00018617715,0.01171875,0.09461861,-0.000622275,0.0039039005,0.9150096774101257,681,87168,1754.6407593780023,174336
2044.0119047619048,19.69047619047619,100,0.00042015276,0.020833334,0.093918405,0.00026009008,0.0043680347,0.9156197085976601,682,87296,1757.193988132989,174592
2044.0119047619048,19.69047619047619,101,0.000107157386,0.0052083335,0.08950746,-0.0012567117,0.004147963,0.8841686993837357,683,87424,1759.7092257559998,174848
2044.0119047619048,19.69047619047619,104,0.00012598936,0.0078125,0.0739376,-0.00064350787,0.003908972,0.9016040489077568,684,87552,1762.1527215779934,175104
2044.0119047619048,19.69047619047619,105,0.00013276275,0.010416667,0.092646696,0.000120809615,0.004145498,0.9143016040325165,685,87680,1764.5887944230053,175360
2044.0119047619048,19.69047619047619,105,0.00024007371,0.015625,0.09904749,-0.0006978386,0.006275038,0.8053600490093231,686,87808,1767.0267487999809,175616
2044.0348837209303,19.72093023255814,99,0.000538481,0.028645834,0.1241045,-0.0009461854,0.046734154,0.0028163790702819824,687,87936,1769.6074265560019,175872
2044.0348837209303,19.72093023255814,105,6.1324645e-05,0.00390625,0.11033171,-0.00051524705,0.006817689,0.8178141415119171,688,88064,1772.037149877986,176128
2044.0348837209303,19.72093023255814,101,3.42437e-05,0.0026041667,0.09978396,-0.00014708051,0.0067282296,0.849014014005661,689,88192,1774.5568966129795,176384
2044.0348837209303,19.72093023255814,103,0.00028352992,0.01953125,0.13517295,-0.001176298,0.0044079125,0.911594495177269,690,88320,1777.0214034210076,176640
2044.0348837209303,19.72093023255814,102,0.00058631244,0.02734375,0.14319557,-0.0010111493,0.0042186403,0.9097236096858978,691,88448,1779.523459050979,176896
2044.0348837209303,19.72093023255814,100,0.00033415583,0.018229166,0.14225866,-0.0007752346,0.0043721325,0.8970008715987206,692,88576,1782.0810878289922,177152
2044.0348837209303,19.72093023255814,103,6.933535e-05,0.0052083335,0.15588295,-0.00020356353,0.0052909185,0.890954039990902,693,88704,1784.5593079199898,177408
2044.0348837209303,19.72093023255814,102,4.531618e-05,0.0013020834,0.14055133,-2.6150994e-05,0.004389856,0.9021057933568954,694,88832,1787.0534729599894,177664
2044.0348837209303,19.72093023255814,102,0.00015513739,0.009114583,0.14571977,-0.00093222107,0.0056785177,0.8737904727458954,695,88960,1789.5424494689796,177920
2044.0348837209303,19.72093023255814,104,3.660665e-05,0.0026041667,0.12363682,0.000162127,0.0040640924,0.9051033705472946,696,89088,1791.9908331529878,178176
2044.0348837209303,19.72093023255814,103,0.00013877188,0.0078125,0.13745008,-0.0015720428,0.009588559,0.7127983868122101,697,89216,1794.4645514099975,178432
2044.0348837209303,19.72093023255814,102,0.0029497982,0.0234375,0.21184613,-0.0051988927,0.0039174077,0.9260124862194061,698,89344,1796.96551366098,178688
2044.0348837209303,19.72093023255814,103,0.0005498694,0.018229166,0.25841087,-0.00028638044,0.009765053,0.7020125687122345,699,89472,1799.4354245459836,178944
2044.0348837209303,19.72093023255814,107,0.00015038495,0.013020833,0.2931443,-0.00080101524,0.005674979,0.8567781150341034,700,89600,1801.8159384430037,179200
2044.0348837209303,19.72093023255814,100,0.00044910063,0.022135416,0.32090497,-0.0017340308,0.003421374,0.9273039698600769,701,89728,1804.374195181008,179456
2044.0348837209303,19.72093023255814,93,0.00030032237,0.020833334,0.27884534,-0.0005247993,0.006077738,0.8507993370294571,702,89856,1807.1021776919952,179712
2044.0227272727273,19.829545454545453,89,0.0012956486,0.0625,0.3877938,-0.0031438277,0.025914302,0.5768428444862366,703,89984,1809.9515707799874,179968
2044.0227272727273,19.829545454545453,94,0.0011462701,0.05859375,0.29126015,-0.0026682448,0.006909927,0.8498792052268982,704,90112,1812.658675218001,180224
2044.0227272727273,19.829545454545453,97,0.0008423336,0.05078125,0.3279649,-0.0014150962,0.0047127255,0.9283975660800934,705,90240,1815.2761398360017,180480
2044.0227272727273,19.829545454545453,98,0.0009015352,0.0546875,0.24032442,-0.0014681745,0.007329598,0.7048565447330475,706,90368,1817.8747683279798,180736
2044.0227272727273,19.829545454545453,95,0.0018980502,0.045572918,0.2613996,-0.0045341733,0.0039900816,0.9415166229009628,707,90496,1820.5460354899988,180992
2044.0227272727273,19.829545454545453,96,0.00018599116,0.015625,0.1947518,-0.00051460025,0.0065647014,0.8131890892982483,708,90624,1823.1987465309794,181248
2044.0227272727273,19.829545454545453,94,0.0006508926,0.020833334,0.21933775,1.884376e-07,0.003681641,0.9318853169679642,709,90752,1825.9181114389794,181504
2044.0227272727273,19.829545454545453,93,0.00036084023,0.0234375,0.30451402,-0.0005882869,0.004252786,0.9000420793890953,710,90880,1828.6647313729918,181760
2044.0227272727273,19.829545454545453,95,0.0006065914,0.0234375,0.2469002,-0.0027278487,0.0052215294,0.8918463736772537,711,91008,1831.3552248179913,182016
2044.0227272727273,19.829545454545453,87,0.00014428179,0.0065104165,0.20707394,-0.0008464267,0.0068027764,0.816030815243721,712,91136,1834.2798356349813,182272
2044.0227272727273,19.829545454545453,91,0.0041779536,0.033854168,0.16314615,-0.002867652,0.0053225434,0.8834975883364677,713,91264,1837.0886613930052,182528
2044.0227272727273,19.829545454545453,96,0.00031170924,0.0052083335,0.16001564,-0.0015997044,0.004872026,0.8973940536379814,714,91392,1839.7525992379815,182784
2044.0227272727273,19.829545454545453,95,0.0008296517,0.03125,0.22932996,-0.0011702605,0.0037205883,0.8765628933906555,715,91520,1842.4232218609832,183040
2044.0227272727273,19.829545454545453,95,0.0002981363,0.013020833,0.25944936,0.00010561293,0.0053275065,0.872408539056778,716,91648,1845.1081768439908,183296
2044.0227272727273,19.829545454545453,95,0.0003687706,0.01953125,0.2124527,-0.0011904257,0.005049828,0.8865109905600548,717,91776,1847.7914473459823,183552
2044.0227272727273,19.829545454545453,95,0.00037726536,0.0234375,0.20827429,-0.0020390938,0.0040197046,0.8895335048437119,718,91904,1850.4605298109818,183808
2044.0111111111112,19.88888888888889,93,0.00035997052,0.028645834,0.24984343,-0.0013602348,0.01965292,0.7265840768814087,719,92032,1853.2032805589843,184064
2044.0111111111112,19.88888888888889,95,0.0007036973,0.03125,0.1587341,-0.0012896134,0.005478461,0.7915676683187485,720,92160,1855.8774682449875,184320
2044.0111111111112,19.88888888888889,94,0.00043617398,0.0234375,0.2381298,-0.00033638286,0.00393788,0.9312657415866852,721,92288,1858.5836858479888,184576
2044.0111111111112,19.88888888888889,96,0.00017481204,0.010416667,0.22505386,-0.00031584696,0.0064298133,0.8187649101018906,722,92416,1861.240749507997,184832
2044.0111111111112,19.88888888888889,95,0.0011874563,0.0546875,0.26813498,0.001380124,0.0053528682,0.8906994834542274,723,92544,1863.9236589630018,185088
2044.0111111111112,19.88888888888889,94,0.0004997715,0.033854168,0.2514665,7.923305e-05,0.0054804925,0.853957012295723,724,92672,1866.6448362130031,185344
2044.0111111111112,19.88888888888889,86,0.00027876516,0.01953125,0.24395925,-0.00018549043,0.0043509626,0.86668960750103,725,92800,1869.59849489099,185600
