eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
2043.0,0.5,77,0.0011862387,0.072916664,0.83740807,0.00074765127,0.015144198,0.004912137985229492,27,3456,110.36997553298716,6912
2043.0,0.5,79,0.00078287936,0.028645834,0.87516457,0.00037377476,0.031008504,0.008389890193939209,28,3584,113.58480806899024,7168
2043.0,0.5,86,0.0041295826,0.17578125,0.8093465,-0.0011675007,0.015852857,0.010462403297424316,29,3712,116.54157403498539,7424
2043.0,0.5,86,0.0061305333,0.2799479,0.7440594,-0.0025992566,0.014949732,0.008998870849609375,30,3840,119.51900419598678,7680
2043.0,0.5,80,0.007250042,0.2721354,0.67760795,-0.003266113,0.014752517,0.013762950897216797,31,3968,122.69848995300708,7936
2045.25,4.0,74,0.004317393,0.16927083,0.68798167,0.004549938,0.03265388,0.0019056200981140137,32,4096,126.12565957999323,8192
2045.25,4.0,77,0.004651453,0.091145836,0.5583318,0.0018110508,0.00039463758,0.0598408579826355,33,4224,129.43738644898986,8448
2045.25,4.0,83,0.00637464,0.15234375,0.54123574,0.0037592596,0.0391264,0.00966423749923706,34,4352,132.52137191800284,8704
2045.25,4.0,88,0.001169308,0.084635414,0.5263412,0.0022505692,0.02819363,0.010261833667755127,35,4480,135.42266145799658,8960
2045.25,4.0,84,0.0015931362,0.078125,0.4538399,0.0011921391,0.047040995,0.008641600608825684,36,4608,138.46657518600114,9216
2045.25,4.0,86,0.0015552646,0.03125,0.42336753,0.0010717385,0.027177712,0.015907466411590576,37,4736,141.43212236298132,9472
2045.25,4.0,88,0.0008432271,0.061197918,0.34392962,0.0017622648,0.01888614,0.01361846923828125,38,4864,144.32904184999643,9728
2045.25,4.0,86,0.0008242499,0.020833334,0.3270609,0.0017207381,0.030231595,0.019872188568115234,39,4992,147.30147340497933,9984
2045.25,4.0,85,0.00054763415,0.03125,0.3489294,0.0015237642,0.02749638,0.032643795013427734,40,5120,150.30096977000358,10240
2045.25,4.0,80,0.001232694,0.057291668,0.3430934,0.0028577645,0.028767534,0.019859731197357178,41,5248,153.48289533000207,10496
2045.25,4.0,91,0.0005990898,0.04296875,0.33513156,0.0017104234,0.042958263,0.017830491065979004,42,5376,156.27239939998253,10752
2045.25,4.0,81,0.0013294729,0.029947916,0.24446797,-0.0005103418,0.024317296,0.029439985752105713,43,5504,159.40119830300682,11008
2045.25,4.0,94,0.0062025427,0.045572918,0.18426238,0.0014002988,0.04150815,0.026218414306640625,44,5632,162.09891507599968,11264
2045.25,4.0,82,0.00019607873,0.013020833,0.109095365,-0.00051683857,0.03166843,0.046923160552978516,45,5760,165.18926262800233,11520
2045.25,4.0,85,0.00014893217,0.0078125,0.08783087,-0.00038617803,0.037308637,0.03275793790817261,46,5888,168.20113248299458,11776
2045.25,4.0,88,0.0022273823,0.0052083335,0.14294906,-0.0014815765,0.0404875,0.03337275981903076,47,6016,171.1088124809903,12032
2045.5,9.0,83,0.0056012846,0.040364582,0.3351049,-0.0014052283,0.044829432,-0.10307276248931885,48,6144,174.1633622039808,12288
2045.5,9.0,84,0.007192187,0.08984375,0.3952993,0.0010129977,0.004594234,0.16466784477233887,49,6272,177.20953147800174,12544
2045.5,9.0,85,0.0013601556,0.052083332,0.4327426,7.214886e-05,0.04081403,0.029470205307006836,50,6400,180.21707453098497,12800
2045.5,9.0,84,0.00196405,0.037760418,0.39922976,0.0026614629,0.024080554,0.045448124408721924,51,6528,183.2430009850068,13056
2045.5,9.0,85,0.0031055354,0.045572918,0.38139918,0.0055218693,0.04030719,0.03476250171661377,52,6656,186.2471533450007,13312
2045.5,9.0,88,0.0010749466,0.0625,0.425055,0.001992283,0.026828267,0.032003164291381836,53,6784,189.15488644799916,13568
2045.5,9.0,90,0.0037008326,0.049479168,0.35724983,-0.0003023469,0.03600928,0.02823096513748169,54,6912,191.97299217799446,13824
2045.5,9.0,89,0.0011888229,0.037760418,0.35759494,5.1032443e-05,0.02778612,0.04752618074417114,55,7040,194.8267846639792,14080
2045.5,9.0,89,0.0018205683,0.045572918,0.3123413,-0.0006171174,0.02321159,0.06661784648895264,56,7168,197.68577348598046,14336
2045.5,9.0,78,0.00084057194,0.045572918,0.29960948,0.00024855332,0.03415749,0.07015120983123779,57,7296,200.93848179798806,14592
2045.5,9.0,88,0.0008965279,0.036458332,0.22922002,-0.0013661133,0.03392695,0.09723198413848877,58,7424,203.81765733100474,14848
2045.5,9.0,90,0.00058590784,0.024739584,0.23818843,0.000907253,0.037790433,0.11881333589553833,59,7552,206.65460563998204,15104
2045.5,9.0,85,0.0005790288,0.028645834,0.21037924,0.00021355545,0.028247247,0.11327981948852539,60,7680,209.66184614499798,15360
2045.5,9.0,88,0.0035818897,0.040364582,0.1791395,0.0028071955,0.02158351,0.20014607906341553,61,7808,212.55337533398415,15616
2045.5,9.0,91,0.0003043321,0.014322917,0.12625863,0.00060587976,0.028362473,0.23927712440490723,62,7936,215.35548172300332,15872
2045.5,9.0,87,0.003070323,0.026041666,0.09240123,-0.0015968373,0.020233063,0.32119935750961304,63,8064,218.2808480859967,16128
2044.5,11.875,88,0.00050102087,0.0078125,0.083018206,-0.00010530752,0.06727279,-0.3462568521499634,64,8192,221.18320174800465,16384
2044.5,11.875,89,0.00054835324,0.0065104165,0.05292931,-0.0001031834,0.01794978,0.37451624870300293,65,8320,224.04000423598336,16640
2044.5,11.875,90,0.0012163938,0.018229166,0.04870067,-0.0013418008,0.019955246,0.5836949348449707,66,8448,226.8563395460078,16896
2044.5,11.875,81,7.711144e-06,0.0,0.07322263,-3.737514e-05,0.017095631,0.5328580439090729,67,8576,230.0094613879919,17152
